Wavelength;Abs_001;Std.Dev_001;Abs_002;Std.Dev_002;Abs_004;Std.Dev_004;Abs_006;Std.Dev_006;Abs_008;Std.Dev_008;Abs_01;Std.Dev_01;Abs_03;Std.Dev_03;Abs_05;Std.Dev_05;Abs_08;Std.Dev_08;Abs_1;Std.Dev_1;Abs_2;Std.Dev_2;Abs_4;Std.Dev_4;Abs_6;Std.Dev_6;Abs_8;Std.Dev_8;Abs_acida;Std.Dev_acida;Abs_basica;Std.Dev_basica
190;0,176742;5,86E-02;0,162613;5,40E-02;5,58E-02;4,53E-02;1,46E-02;5,97E-02;0,121863;5,99E-02;8,24E-02;5,73E-02;1,44E-02;4,59E-02;6,49E-02;8,27E-02;0,170353;6,55E-02;2,60E-02;7,00E-02;0,218025;4,74E-02;0,153756;4,61E-02;0,100081;5,07E-02;0,202161;6,33E-02;7,88E-02;5,11E-02;0,178005;5,10E-02
191;3,97E-02;5,17E-02;9,12E-02;4,82E-02;0,10205;4,55E-02;9,79E-02;5,10E-02;0,100648;5,96E-02;1,70E-02;6,58E-02;2,92E-02;5,26E-02;0,126787;6,05E-02;6,87E-02;6,18E-02;0,225546;5,36E-02;-3,17E-03;5,57E-02;-1,80E-03;5,87E-02;9,70E-02;5,44E-02;8,23E-02;6,58E-02;2,59E-02;5,81E-02;9,35E-02;5,79E-02
192;8,32E-02;5,61E-02;2,25E-02;4,47E-02;0,141007;5,29E-02;7,79E-02;5,07E-02;4,84E-02;5,82E-02;5,93E-02;5,78E-02;6,08E-02;4,83E-02;2,15E-02;4,99E-02;0,187954;4,19E-02;2,83E-02;4,84E-02;7,03E-02;4,76E-02;0,149584;5,87E-02;7,76E-02;5,85E-02;0,13114;4,83E-02;3,01E-02;4,63E-02;3,65E-02;6,89E-02
193;6,55E-02;4,50E-02;4,83E-02;4,59E-02;0,101936;4,72E-02;2,25E-02;6,07E-02;2,22E-02;7,36E-02;4,03E-02;4,85E-02;-2,54E-02;6,53E-02;7,20E-04;6,05E-02;-6,46E-02;5,24E-02;1,48E-02;6,61E-02;-9,19E-02;5,95E-02;8,09E-02;6,16E-02;0,184395;5,03E-02;5,28E-02;6,48E-02;4,00E-02;4,41E-02;4,80E-02;8,40E-02
194;2,71E-02;3,80E-02;8,95E-02;4,95E-02;0,107439;4,05E-02;0,106355;4,45E-02;0,12124;5,74E-02;6,46E-02;4,64E-02;0,121056;5,08E-02;6,06E-02;4,20E-02;6,54E-02;7,89E-02;3,46E-02;4,75E-02;0,156211;6,29E-02;2,67E-02;7,96E-02;6,75E-02;4,49E-02;3,00E-02;6,68E-02;4,71E-02;5,04E-02;0,121452;7,82E-02
195;2,41E-02;3,95E-02;2,20E-02;4,70E-02;-6,99E-02;4,31E-02;8,64E-02;4,95E-02;0,158352;5,03E-02;2,32E-02;6,05E-02;0,13636;4,41E-02;-1,05E-02;4,49E-02;8,99E-02;7,38E-02;1,97E-02;4,29E-02;0,102177;5,33E-02;0,131519;6,20E-02;5,04E-02;5,86E-02;0,150729;6,44E-02;1,98E-02;6,29E-02;8,65E-02;6,83E-02
196;2,36E-02;5,59E-02;6,72E-03;5,89E-02;-4,04E-02;5,39E-02;6,56E-02;5,89E-02;7,32E-02;5,20E-02;0,119397;8,19E-02;2,28E-02;5,43E-02;4,40E-02;5,41E-02;0,105244;8,01E-02;0,131812;5,90E-02;5,07E-02;6,93E-02;4,00E-03;5,85E-02;8,28E-02;8,05E-02;0,124177;6,25E-02;2,95E-02;5,85E-02;2,31E-02;5,74E-02
197;1,62E-02;7,22E-02;7,91E-02;6,31E-02;9,32E-03;6,01E-02;7,36E-02;5,48E-02;0,119123;5,95E-02;0,171372;8,29E-02;-4,98E-03;6,49E-02;-1,41E-02;5,75E-02;0,169342;5,42E-02;2,38E-02;7,32E-02;0,191565;5,40E-02;0,10616;5,65E-02;8,18E-02;7,56E-02;5,34E-02;7,33E-02;-4,48E-03;5,71E-02;0,105041;6,67E-02
198;6,36E-02;5,93E-02;9,47E-02;6,79E-02;6,51E-02;6,44E-02;-2,40E-02;6,92E-02;4,39E-02;5,85E-02;9,14E-02;7,08E-02;2,42E-02;5,91E-02;3,99E-02;6,47E-02;5,40E-03;5,66E-02;0,142304;7,46E-02;5,06E-02;5,93E-02;1,82E-02;6,50E-02;0,129937;7,50E-02;7,06E-02;6,49E-02;3,68E-02;6,21E-02;0,172991;6,18E-02
199;-2,60E-02;9,57E-02;-1,73E-02;9,54E-02;9,08E-02;0,110399;4,13E-02;0,109464;-5,22E-03;9,64E-02;6,51E-02;0,112137;-1,25E-02;9,91E-02;2,90E-03;0,123841;3,94E-02;0,101033;2,46E-02;0,106647;0,15257;9,85E-02;4,41E-02;0,106595;3,58E-02;9,95E-02;3,69E-02;0,114915;2,81E-02;9,94E-02;7,41E-03;0,106131
200;-1,52E-02;7,15E-02;4,16E-02;8,00E-02;0,166811;8,63E-02;5,87E-02;8,23E-02;1,82E-03;7,67E-02;0,131484;7,92E-02;7,75E-02;7,12E-02;2,78E-02;9,78E-02;0,114764;8,37E-02;0,145142;7,69E-02;3,01E-02;7,91E-02;7,08E-02;8,23E-02;0,107132;7,47E-02;0,130294;7,95E-02;-3,11E-02;7,40E-02;4,15E-02;8,45E-02
201;0,133429;6,91E-02;0,172192;7,27E-02;7,54E-02;6,69E-02;4,02E-02;8,06E-02;8,94E-02;9,26E-02;4,11E-02;6,76E-02;0,174005;5,76E-02;0,114076;6,95E-02;0,206844;8,52E-02;0,154044;6,80E-02;0,104158;6,30E-02;0,129261;9,58E-02;0,13384;7,10E-02;3,79E-02;8,30E-02;6,69E-02;7,62E-02;8,59E-02;9,46E-02
202;6,67E-02;6,10E-02;4,07E-03;6,52E-02;4,12E-02;7,24E-02;5,66E-02;7,84E-02;0,108541;6,59E-02;1,82E-02;8,40E-02;5,72E-02;5,55E-02;2,01E-02;5,85E-02;0,111848;6,72E-02;5,31E-04;5,88E-02;4,95E-02;5,87E-02;0,196396;6,95E-02;0,13397;5,78E-02;0,112961;7,21E-02;5,74E-02;8,22E-02;5,90E-02;6,94E-02
203;-3,87E-02;6,79E-02;3,94E-03;7,09E-02;2,50E-02;7,11E-02;2,48E-02;7,04E-02;2,70E-02;6,05E-02;3,32E-02;7,32E-02;-6,28E-02;6,62E-02;-2,45E-02;6,83E-02;-1,28E-02;6,66E-02;2,64E-02;6,15E-02;-2,73E-02;5,68E-02;-7,20E-02;6,64E-02;4,38E-02;5,71E-02;-3,69E-02;6,75E-02;-3,11E-02;6,33E-02;5,96E-04;6,72E-02
204;0,107714;6,78E-02;8,08E-02;6,39E-02;7,85E-02;7,19E-02;2,45E-02;6,93E-02;1,22E-02;5,57E-02;0,106611;7,26E-02;6,51E-02;6,99E-02;7,96E-02;7,61E-02;7,14E-02;6,57E-02;0,10217;7,19E-02;1,94E-02;5,96E-02;9,91E-02;6,29E-02;8,09E-02;5,47E-02;7,02E-02;7,41E-02;-4,05E-02;5,42E-02;1,92E-02;7,55E-02
205;-2,35E-02;7,47E-02;-3,75E-02;7,27E-02;5,01E-02;0,101094;-1,42E-02;7,37E-02;-7,83E-02;7,41E-02;-7,70E-03;8,26E-02;-4,28E-03;7,39E-02;2,52E-02;8,86E-02;9,54E-03;9,58E-02;0,147047;0,103391;5,44E-02;8,95E-02;-1,79E-02;8,24E-02;0,101377;7,73E-02;8,12E-02;8,30E-02;-6,21E-02;8,16E-02;2,85E-02;8,97E-02
206;-9,71E-02;8,81E-02;-3,75E-02;8,12E-02;-1,50E-02;9,75E-02;-2,11E-02;9,09E-02;4,69E-02;9,36E-02;-4,42E-02;9,89E-02;-4,15E-02;8,79E-02;2,34E-02;9,16E-02;3,24E-02;0,101033;-8,79E-02;0,100077;2,70E-02;8,43E-02;5,95E-03;9,37E-02;-1,41E-02;8,89E-02;-1,01E-03;0,118501;-6,21E-02;9,41E-02;-8,99E-03;9,28E-02
207;-8,78E-02;0,101881;-8,79E-02;7,80E-02;-4,55E-02;9,39E-02;3,86E-02;7,81E-02;2,14E-02;9,39E-02;-4,73E-03;9,44E-02;-2,61E-02;8,35E-02;3,20E-02;0,111593;3,08E-03;9,49E-02;5,98E-02;0,123148;-5,36E-02;8,34E-02;-7,03E-02;7,91E-02;-1,15E-02;8,91E-02;-5,84E-02;9,71E-02;-2,15E-02;8,65E-02;0,100677;9,19E-02
208;-7,80E-03;8,11E-02;-6,44E-02;6,16E-02;-1,14E-03;6,51E-02;8,05E-03;7,63E-02;3,83E-02;7,29E-02;-1,40E-02;8,06E-02;6,76E-03;7,25E-02;1,54E-03;7,91E-02;4,07E-02;7,58E-02;0,171696;7,57E-02;7,89E-02;7,23E-02;8,52E-02;8,09E-02;8,10E-04;8,15E-02;-2,25E-02;7,46E-02;2,05E-03;7,37E-02;0,107186;7,78E-02
209;9,59E-02;7,70E-02;2,06E-02;6,02E-02;1,99E-02;6,58E-02;8,10E-02;8,93E-02;6,56E-02;7,23E-02;5,36E-02;8,00E-02;3,91E-02;7,67E-02;2,96E-02;7,01E-02;3,73E-03;7,88E-02;0,108058;6,62E-02;-5,05E-02;7,97E-02;0,158306;7,51E-02;0,151042;7,69E-02;6,63E-02;8,57E-02;6,14E-02;7,30E-02;2,48E-02;9,73E-02
210;0,133264;5,20E-02;3,90E-02;5,23E-02;3,04E-02;6,15E-02;7,79E-02;5,73E-02;-1,10E-02;5,44E-02;5,36E-02;7,13E-02;3,00E-03;6,28E-02;7,45E-02;5,44E-02;7,06E-02;6,19E-02;0,102445;4,75E-02;0,116098;7,98E-02;-2,46E-02;5,12E-02;0,125678;4,97E-02;6,60E-02;6,40E-02;6,12E-02;6,24E-02;6,11E-02;8,32E-02
211;6,29E-02;5,80E-02;6,32E-02;7,73E-02;3,47E-02;6,57E-02;-1,91E-02;6,41E-02;6,80E-02;7,92E-02;3,83E-02;6,71E-02;2,19E-02;7,43E-02;2,45E-02;7,03E-02;2,74E-02;6,47E-02;-5,69E-02;7,28E-02;0,110004;7,27E-02;3,24E-02;6,80E-02;2,99E-02;6,00E-02;0,106066;7,09E-02;-1,85E-02;7,48E-02;2,74E-02;8,53E-02
212;8,36E-02;7,92E-02;0,125955;8,54E-02;5,07E-02;7,17E-02;8,56E-02;9,13E-02;0,220224;0,117112;0,183545;9,10E-02;0,122626;9,39E-02;0,12695;9,28E-02;0,190378;9,76E-02;0,158257;8,45E-02;0,154686;7,97E-02;6,97E-02;8,37E-02;7,17E-02;8,10E-02;0,120536;7,97E-02;2,12E-02;8,20E-02;0,135401;8,26E-02
213;9,11E-02;6,32E-02;5,46E-02;5,63E-02;9,97E-02;5,69E-02;0,112904;8,27E-02;0,179602;7,36E-02;0,131911;6,69E-02;0,164638;7,13E-02;0,130497;8,82E-02;0,127517;7,31E-02;5,17E-02;6,16E-02;0,227356;6,75E-02;0,200951;5,96E-02;0,227502;7,34E-02;8,07E-02;5,81E-02;5,31E-02;6,11E-02;0,142944;7,10E-02
214;-2,78E-02;4,84E-02;-1,75E-02;4,54E-02;4,90E-02;3,81E-02;2,79E-03;5,66E-02;3,65E-02;5,90E-02;7,13E-02;4,63E-02;2,75E-02;6,28E-02;4,42E-02;7,20E-02;8,17E-03;6,66E-02;7,06E-02;5,94E-02;-3,00E-02;4,38E-02;1,37E-02;4,62E-02;0,116409;5,68E-02;-2,27E-02;3,95E-02;2,88E-02;4,74E-02;4,90E-02;5,49E-02
215;2,63E-03;7,66E-02;4,55E-02;7,24E-02;5,50E-02;6,59E-02;-1,04E-02;6,80E-02;9,91E-02;7,13E-02;0,117229;6,61E-02;6,18E-02;7,24E-02;7,26E-02;6,95E-02;0,156375;7,14E-02;4,91E-02;6,37E-02;0,166627;6,91E-02;0,257358;8,61E-02;5,36E-02;0,102869;-2,70E-02;7,42E-02;4,62E-02;7,25E-02;9,11E-02;7,86E-02
216;1,90E-02;8,41E-02;7,34E-02;8,88E-02;5,61E-02;0,106385;1,13E-02;9,33E-02;3,36E-02;8,75E-02;8,39E-02;9,97E-02;2,87E-02;0,108033;9,70E-03;8,34E-02;-1,38E-02;8,87E-02;0,118752;7,47E-02;-3,30E-02;9,41E-02;0,143089;9,16E-02;0,203901;0,11264;4,41E-02;0,116666;9,82E-03;8,23E-02;1,12E-02;9,01E-02
217;7,22E-02;9,87E-02;7,49E-02;7,92E-02;0,190961;8,77E-02;7,32E-02;9,07E-02;2,05E-02;8,58E-02;7,33E-02;9,38E-02;3,59E-02;9,39E-02;5,19E-02;8,08E-02;1,04E-02;8,43E-02;0,118075;7,71E-02;0,133107;9,04E-02;0,149144;0,106423;6,07E-02;8,11E-02;0,146741;0,109438;1,44E-02;7,81E-02;0,10269;7,90E-02
218;4,34E-02;8,77E-02;-1,07E-02;8,70E-02;0,140668;8,31E-02;5,68E-02;7,66E-02;-5,74E-02;7,38E-02;-1,23E-02;7,57E-02;7,80E-02;8,56E-02;-8,72E-03;8,87E-02;9,35E-02;7,62E-02;5,93E-02;9,07E-02;0,247381;7,67E-02;2,77E-02;7,08E-02;-1,94E-02;8,68E-02;-3,16E-02;8,98E-02;2,67E-03;7,49E-02;6,74E-02;8,19E-02
219;3,36E-02;6,06E-02;3,20E-02;7,92E-02;0,1663;8,16E-02;0,107289;6,21E-02;0,160292;6,51E-02;4,02E-02;7,79E-02;0,119962;9,26E-02;4,36E-02;7,81E-02;5,29E-02;6,00E-02;1,93E-02;8,82E-02;6,03E-02;6,43E-02;6,22E-02;5,15E-02;0,215112;0,122766;0,158107;7,62E-02;2,21E-02;6,11E-02;0,167832;7,22E-02
220;6,59E-02;7,32E-02;0,143346;6,96E-02;8,84E-02;6,76E-02;7,42E-02;5,98E-02;0,118392;6,44E-02;8,40E-02;7,36E-02;4,93E-02;7,58E-02;5,05E-02;6,36E-02;2,95E-02;7,12E-02;7,82E-02;6,35E-02;7,74E-02;6,93E-02;2,22E-02;6,19E-02;0,133956;8,50E-02;9,01E-02;6,43E-02;-2,68E-02;5,99E-02;0,19935;7,00E-02
221;7,85E-02;5,93E-02;1,51E-02;5,90E-02;-2,00E-04;5,54E-02;1,86E-02;5,22E-02;9,56E-03;5,35E-02;1,12E-02;5,18E-02;5,76E-02;7,74E-02;2,72E-03;5,44E-02;5,60E-02;5,64E-02;-4,23E-02;5,64E-02;7,27E-02;4,70E-02;3,39E-02;6,97E-02;6,30E-02;6,30E-02;-2,23E-02;5,31E-02;1,41E-02;5,94E-02;-6,32E-03;5,23E-02
222;-3,89E-02;6,53E-02;6,82E-02;7,30E-02;2,15E-02;5,41E-02;4,71E-02;5,85E-02;-5,78E-02;6,28E-02;-3,49E-03;6,18E-02;3,47E-02;8,24E-02;8,14E-04;6,75E-02;-9,06E-02;5,79E-02;0,156388;9,62E-02;-0,107274;6,18E-02;1,59E-02;7,43E-02;3,27E-02;6,50E-02;-3,93E-03;7,63E-02;-2,99E-02;7,68E-02;8,51E-02;6,75E-02
223;6,10E-02;7,61E-02;-1,97E-03;7,30E-02;2,80E-03;7,77E-02;8,45E-03;6,82E-02;-3,03E-02;6,45E-02;3,37E-03;8,51E-02;1,21E-02;9,35E-02;-5,50E-03;8,69E-02;5,44E-03;8,40E-02;-8,88E-02;7,80E-02;0,11617;9,11E-02;0,150241;9,80E-02;2,94E-02;7,88E-02;3,41E-02;8,37E-02;-3,69E-02;9,18E-02;2,30E-02;9,82E-02
224;2,84E-02;5,89E-02;0,159695;6,69E-02;2,63E-02;6,20E-02;-7,55E-03;5,64E-02;-2,33E-03;5,73E-02;-2,13E-02;6,14E-02;0,136437;0,124173;5,55E-02;6,52E-02;6,54E-03;6,10E-02;2,43E-02;6,30E-02;-2,17E-02;7,26E-02;0,101043;6,50E-02;0,180578;6,49E-02;0,128257;7,37E-02;8,98E-02;8,17E-02;-3,34E-02;7,75E-02
225;3,23E-02;7,72E-02;9,71E-02;8,44E-02;0,125216;7,31E-02;7,76E-02;8,23E-02;4,79E-02;9,12E-02;5,40E-02;8,28E-02;0,139601;0,112392;2,03E-02;8,67E-02;2,86E-02;7,70E-02;9,60E-02;7,54E-02;0,154469;8,62E-02;8,20E-03;8,16E-02;6,75E-04;8,87E-02;5,90E-03;8,61E-02;8,87E-02;8,03E-02;0,148128;7,86E-02
226;0,10608;8,42E-02;7,66E-02;9,49E-02;0,136175;8,73E-02;0,102814;9,31E-02;0,188804;0,131205;8,17E-02;0,103674;0,102973;0,112657;0,118616;0,128829;0,134686;9,82E-02;-1,01E-02;9,28E-02;0,275809;0,111049;0,219109;0,112383;0,245316;0,109063;0,119101;0,113687;6,20E-02;8,90E-02;0,112416;9,60E-02
227;0,162991;6,78E-02;0,218528;9,58E-02;0,170248;5,71E-02;0,249751;8,84E-02;0,151448;8,54E-02;0,167276;6,80E-02;0,278109;8,99E-02;0,316244;0,104986;9,92E-02;5,85E-02;0,245951;0,105855;7,45E-02;6,39E-02;0,166495;9,10E-02;0,178171;8,59E-02;0,253004;0,118229;0,114911;6,89E-02;0,19342;8,84E-02
228;0,211206;8,46E-02;0,151806;7,01E-02;4,83E-02;7,60E-02;0,125744;7,81E-02;2,25E-02;6,73E-02;9,33E-02;6,70E-02;0,187606;7,75E-02;0,18573;8,08E-02;9,39E-02;4,90E-02;9,86E-02;7,93E-02;0,24657;6,06E-02;0,282699;8,15E-02;0,115005;9,30E-02;0,148955;9,88E-02;0,148411;6,18E-02;7,28E-02;7,57E-02
229;8,38E-02;8,17E-02;8,26E-02;7,62E-02;3,86E-02;9,71E-02;6,01E-02;8,98E-02;0,104729;7,25E-02;0,131205;8,85E-02;-1,87E-02;7,74E-02;6,05E-02;8,21E-02;5,88E-02;6,90E-02;0,129569;8,78E-02;-3,66E-02;7,39E-02;6,27E-02;7,78E-02;0,186747;8,28E-02;0,158313;7,93E-02;6,12E-02;6,36E-02;5,94E-02;7,79E-02
230;0,142667;9,71E-02;9,69E-02;6,18E-02;9,69E-02;8,24E-02;0,142667;0,104083;0,142667;7,00E-02;5,55E-02;8,42E-02;9,69E-02;7,29E-02;0,119186;6,48E-02;0,221848;7,47E-02;0,142667;7,55E-02;0,283997;8,32E-02;9,69E-02;7,57E-02;5,55E-02;8,34E-02;7,57E-02;8,02E-02;7,57E-02;8,13E-02;0,119186;7,36E-02
231;0,115273;9,22E-02;-7,73E-02;4,89E-02;9,08E-02;6,71E-02;0,142525;6,78E-02;3,94E-02;6,03E-02;2,22E-02;7,06E-02;-9,35E-02;7,47E-02;-1,48E-03;5,50E-02;-2,28E-02;7,45E-02;-1,85E-02;7,96E-02;1,42E-02;6,90E-02;-4,58E-02;5,83E-02;0,206889;7,27E-02;0,173922;5,70E-02;-2,31E-02;7,00E-02;-2,98E-03;7,12E-02
232;3,53E-02;8,65E-02;6,53E-02;6,31E-02;7,65E-02;7,75E-02;6,05E-02;8,42E-02;4,78E-02;6,52E-02;0,101262;8,26E-02;0,10563;7,95E-02;8,08E-02;7,85E-02;0,152591;8,72E-02;0,169016;7,98E-02;8,63E-02;6,82E-02;-6,56E-02;7,72E-02;-3,47E-03;8,90E-02;1,91E-02;5,42E-02;-1,08E-02;7,72E-02;4,49E-02;8,22E-02
233;5,76E-02;0,119424;0,108279;8,86E-02;4,66E-02;9,80E-02;0,1948;0,126445;0,25247;9,39E-02;0,116712;0,112506;8,73E-02;9,50E-02;9,36E-02;0,120853;9,59E-02;9,28E-02;9,57E-03;0,111585;9,33E-02;8,07E-02;0,186942;9,15E-02;0,106372;0,111935;0,142198;7,39E-02;4,14E-02;9,84E-02;0,166613;0,105448
234;4,17E-02;6,93E-02;-0,119875;6,74E-02;-5,25E-02;6,28E-02;-3,25E-02;6,97E-02;-6,25E-02;9,61E-02;5,95E-04;6,64E-02;-6,44E-02;6,37E-02;5,69E-03;9,03E-02;-0,176332;7,94E-02;4,71E-02;7,88E-02;-0,227654;7,70E-02;-0,220136;5,66E-02;2,52E-02;7,26E-02;-6,40E-02;5,80E-02;-0,187551;9,33E-02;-3,27E-02;7,95E-02
235;0,103763;5,43E-02;0,114542;5,73E-02;0,187149;3,98E-02;0,151259;4,33E-02;0,295073;7,20E-02;8,05E-02;5,74E-02;6,35E-02;5,22E-02;0,164316;0,117648;0,24352;5,99E-02;0,104769;7,14E-02;0,344098;5,17E-02;0,146486;4,54E-02;4,07E-02;5,66E-02;0,166792;6,85E-02;0,111069;6,43E-02;0,160991;6,62E-02
236;9,63E-02;4,80E-02;3,45E-02;6,42E-02;0,155302;3,98E-02;-1,26E-02;4,98E-02;0,274418;6,83E-02;5,14E-02;6,40E-02;2,37E-02;8,53E-02;0,219945;0,130633;4,48E-02;7,04E-02;0,167688;9,80E-02;-3,83E-03;5,87E-02;3,35E-02;7,46E-02;0,203394;5,36E-02;0,143462;8,43E-02;6,91E-03;8,57E-02;0,119156;8,70E-02
237;0,169528;6,18E-02;6,87E-02;5,53E-02;0,239143;4,50E-02;8,66E-02;6,04E-02;0,224997;6,01E-02;0,17332;5,14E-02;0,122681;8,39E-02;0,22467;7,25E-02;0,267479;6,70E-02;0,225449;6,06E-02;0,257219;4,60E-02;0,165288;8,64E-02;8,36E-02;7,41E-02;0,197292;6,60E-02;0,163851;6,17E-02;0,148304;7,24E-02
238;0,20751;7,31E-02;7,27E-02;6,25E-02;7,90E-02;5,22E-02;0,133413;6,26E-02;5,91E-02;7,96E-02;0,208937;6,89E-02;0,141623;7,42E-02;3,95E-02;7,39E-02;0,179439;7,25E-02;5,61E-02;7,14E-02;8,32E-03;5,79E-02;0,145966;7,07E-02;0,180425;8,44E-02;0,182953;7,25E-02;6,48E-02;6,24E-02;0,12551;5,73E-02
239;0,11235;6,28E-02;3,81E-02;6,51E-02;6,11E-02;5,13E-02;3,97E-03;6,24E-02;7,75E-02;7,86E-02;0,15147;7,01E-02;6,89E-02;6,83E-02;7,47E-02;6,15E-02;9,19E-02;6,38E-02;7,66E-02;6,04E-02;3,88E-03;7,03E-02;-5,31E-02;8,47E-02;8,01E-02;8,68E-02;3,58E-02;7,50E-02;6,15E-02;6,86E-02;0,177163;5,41E-02
240;2,32E-02;8,37E-02;2,06E-02;6,84E-02;1,17E-02;5,69E-02;2,47E-02;8,21E-02;0,145849;8,16E-02;-4,36E-03;8,66E-02;5,88E-02;7,34E-02;8,57E-02;7,27E-02;3,84E-03;7,06E-02;-2,52E-02;7,55E-02;7,76E-02;6,24E-02;0,189909;8,67E-02;0,152711;0,135027;6,24E-02;8,91E-02;1,22E-02;7,31E-02;8,72E-03;7,29E-02
241;0,11189;0,103904;-1,64E-02;9,56E-02;-3,23E-02;9,52E-02;1,23E-02;0,109436;0,113363;9,38E-02;1,35E-02;0,119149;6,98E-02;0,105846;9,41E-02;0,105722;-8,25E-03;0,122145;9,02E-02;0,108857;-2,51E-02;9,53E-02;2,21E-02;0,103998;0,211818;0,117316;5,80E-02;0,10564;-7,76E-02;9,89E-02;7,12E-02;9,44E-02
242;4,17E-03;9,83E-02;7,59E-02;7,87E-02;0,127972;8,37E-02;6,86E-02;9,78E-02;0,126983;7,37E-02;0,106317;0,100394;9,65E-02;9,38E-02;0,15245;0,10866;0,142959;0,104677;6,35E-02;0,126603;0,150554;7,49E-02;0,174024;8,31E-02;3,88E-02;9,71E-02;0,102012;0,10092;9,12E-03;8,89E-02;-2,70E-03;9,05E-02
243;6,95E-02;7,44E-02;7,81E-03;6,28E-02;0,148941;6,04E-02;5,90E-02;7,39E-02;8,87E-02;5,88E-02;6,79E-02;8,93E-02;7,85E-02;7,15E-02;6,79E-02;7,79E-02;3,21E-04;9,63E-02;0,169838;0,104106;-6,77E-02;5,81E-02;0,103213;8,95E-02;0,128;8,12E-02;0,20572;6,87E-02;8,15E-02;8,39E-02;0,167397;7,03E-02
244;1,73E-02;7,17E-02;-7,90E-02;8,83E-02;-5,25E-03;7,69E-02;-5,06E-02;9,55E-02;-0,109402;8,52E-02;-7,32E-02;8,57E-02;-5,83E-02;7,91E-02;1,62E-02;8,89E-02;5,64E-02;0,105787;-4,44E-02;7,76E-02;4,06E-02;7,12E-02;9,71E-02;0,168315;7,06E-03;0,123771;-0,119208;6,98E-02;-1,57E-02;8,20E-02;2,22E-02;8,53E-02
245;0,103138;6,50E-02;3,87E-02;6,36E-02;1,18E-02;6,30E-02;8,92E-02;7,29E-02;5,92E-02;9,41E-02;4,61E-02;6,22E-02;4,82E-02;6,39E-02;0,119451;9,19E-02;0,173886;6,87E-02;5,12E-02;5,58E-02;0,113523;5,50E-02;0,403203;0,106044;0,191657;7,52E-02;7,42E-02;5,49E-02;1,09E-02;5,77E-02;6,60E-02;9,74E-02
246;0,119081;6,02E-02;8,49E-02;5,82E-02;1,31E-02;6,42E-02;9,63E-02;8,33E-02;7,16E-02;7,89E-02;6,90E-02;8,59E-02;0,108443;6,84E-02;0,116675;7,22E-02;3,18E-02;6,67E-02;0,119504;8,78E-02;7,11E-02;7,49E-02;0,108253;0,108044;7,84E-02;7,68E-02;7,85E-02;7,90E-02;1,69E-02;5,80E-02;9,72E-02;7,02E-02
247;1,88E-02;8,33E-02;0,112565;9,16E-02;5,74E-02;8,88E-02;9,12E-02;9,33E-02;-5,41E-02;8,56E-02;4,50E-02;8,60E-02;7,51E-02;8,35E-02;-1,24E-02;9,86E-02;2,73E-02;8,85E-02;3,64E-02;0,113609;9,40E-02;9,78E-02;0,110102;9,64E-02;0,172979;8,69E-02;3,71E-02;8,26E-02;-2,56E-02;8,22E-02;-2,39E-02;8,51E-02
248;-3,64E-02;8,54E-02;-2,55E-02;9,94E-02;8,02E-02;0,104159;1,31E-03;0,10295;-1,02E-02;8,14E-02;9,43E-02;0,103435;8,80E-02;8,30E-02;-3,65E-02;0,104618;-6,24E-02;0,122324;0,101813;0,119538;1,16E-03;0,122215;5,66E-02;7,94E-02;9,62E-02;8,08E-02;-1,13E-02;9,34E-02;-7,52E-02;0,108273;2,87E-02;8,76E-02
249;3,75E-03;6,74E-02;2,01E-02;7,70E-02;-1,40E-02;8,41E-02;8,51E-03;7,16E-02;-5,14E-02;5,82E-02;4,22E-02;6,26E-02;5,14E-02;8,30E-02;3,49E-02;1,00E-01;1,05E-02;7,61E-02;0,101156;8,25E-02;0,165975;7,31E-02;-1,99E-02;5,44E-02;-4,75E-02;1,00E-01;-6,12E-02;6,26E-02;1,95E-02;9,73E-02;6,00E-02;9,55E-02
250;9,47E-02;8,53E-02;9,06E-02;0,109139;2,16E-02;7,41E-02;6,61E-02;7,78E-02;3,40E-02;5,89E-02;2,24E-02;7,37E-02;0,150092;0,104277;0,131022;8,69E-02;9,59E-02;6,40E-02;5,37E-02;6,28E-02;9,74E-02;7,31E-02;4,39E-02;6,82E-02;0,23267;0,178013;-5,15E-02;7,13E-02;0,143855;9,50E-02;0,121202;9,31E-02
251;0,121604;5,50E-02;2,90E-02;6,45E-02;8,77E-02;5,08E-02;0,109684;7,76E-02;0,180566;5,69E-02;0,107029;8,56E-02;0,155765;8,01E-02;9,89E-02;7,09E-02;0,136541;4,96E-02;0,168305;5,04E-02;4,17E-02;5,19E-02;0,140755;6,36E-02;0,281132;0,107184;4,54E-02;6,09E-02;4,37E-02;7,05E-02;0,126067;7,82E-02
252;0,139903;5,62E-02;5,79E-02;5,20E-02;4,68E-02;6,70E-02;0,152121;8,85E-02;8,14E-02;5,81E-02;0,115331;6,99E-02;0,153411;7,98E-02;4,39E-02;6,13E-02;7,39E-02;7,03E-02;0,109222;5,76E-02;0,154194;7,23E-02;0,110913;8,10E-02;8,95E-02;6,24E-02;0,113839;7,36E-02;3,73E-02;5,98E-02;9,52E-02;7,02E-02
