Wavelength;Abs_001;Std.Dev_001;Abs_002;Std.Dev_002;Abs_004;Std.Dev_004;Abs_006;Std.Dev_006;Abs_008;Std.Dev_008;Abs_01;Std.Dev_01;Abs_03;Std.Dev_03;Abs_05;Std.Dev_05;Abs_08;Std.Dev_08;Abs_1;Std.Dev_1;Abs_2;Std.Dev_2;Abs_4;Std.Dev_4;Abs_6;Std.Dev_6;Abs_8;Std.Dev_8;Abs_acida;Std.Dev_acida;Abs_basica;Std.Dev_basica
917;3,55E-03;7,73E-05;3,48E-03;1,08E-04;6,27E-03;1,06E-04;1,72E-02;8,83E-05;3,48E-03;9,57E-05;7,28E-03;1,02E-04;5,08E-03;6,13E-05;5,14E-03;9,07E-05;4,69E-03;9,47E-05;5,98E-03;1,00E-04;8,89E-03;5,24E-05;1,16E-02;7,68E-05;1,33E-02;9,74E-05;1,11E-02;1,08E-04;1,56E-02;1,23E-04;7,62E-03;6,43E-05
918;3,39E-03;7,58E-05;3,33E-03;9,66E-05;6,26E-03;1,09E-04;1,72E-02;8,52E-05;3,47E-03;9,11E-05;7,28E-03;1,15E-04;5,02E-03;8,13E-05;5,09E-03;8,50E-05;4,62E-03;1,12E-04;6,05E-03;8,70E-05;8,76E-03;8,03E-05;1,16E-02;1,04E-04;1,32E-02;7,51E-05;1,10E-02;1,03E-04;1,55E-02;1,04E-04;7,62E-03;8,46E-05
919;3,29E-03;1,07E-04;3,35E-03;1,30E-04;6,20E-03;1,18E-04;1,71E-02;1,24E-04;3,36E-03;1,27E-04;7,30E-03;1,22E-04;5,07E-03;1,16E-04;5,04E-03;1,20E-04;4,69E-03;1,31E-04;6,09E-03;1,10E-04;8,84E-03;1,14E-04;1,18E-02;1,34E-04;1,34E-02;1,15E-04;1,09E-02;1,23E-04;1,54E-02;1,27E-04;7,52E-03;1,18E-04
920;3,49E-03;1,21E-04;3,50E-03;1,10E-04;6,23E-03;1,37E-04;1,75E-02;1,12E-04;3,62E-03;1,00E-04;7,51E-03;8,90E-05;5,41E-03;1,08E-04;5,29E-03;1,03E-04;4,68E-03;1,11E-04;6,14E-03;1,16E-04;9,17E-03;9,70E-05;1,18E-02;9,90E-05;1,35E-02;9,77E-05;1,09E-02;1,29E-04;1,58E-02;1,43E-04;7,76E-03;9,69E-05
921;3,71E-03;1,23E-04;3,62E-03;1,13E-04;6,66E-03;1,07E-04;1,78E-02;1,16E-04;3,70E-03;1,10E-04;7,73E-03;1,08E-04;5,51E-03;1,07E-04;5,41E-03;1,07E-04;4,85E-03;1,20E-04;6,33E-03;1,19E-04;9,20E-03;1,04E-04;1,22E-02;1,04E-04;1,36E-02;1,12E-04;1,11E-02;1,38E-04;1,59E-02;1,49E-04;7,98E-03;1,06E-04
922;3,63E-03;1,35E-04;3,54E-03;1,59E-04;6,42E-03;1,33E-04;1,76E-02;1,39E-04;3,63E-03;1,39E-04;7,65E-03;1,59E-04;5,33E-03;1,42E-04;5,30E-03;1,33E-04;4,84E-03;1,33E-04;6,20E-03;1,40E-04;9,03E-03;1,28E-04;1,23E-02;1,36E-04;1,35E-02;1,29E-04;1,11E-02;1,74E-04;1,59E-02;1,70E-04;7,79E-03;1,27E-04
923;3,69E-03;1,15E-04;3,60E-03;1,18E-04;6,52E-03;1,25E-04;1,74E-02;1,19E-04;3,78E-03;1,47E-04;7,66E-03;1,26E-04;5,42E-03;1,46E-04;5,41E-03;1,35E-04;4,94E-03;9,71E-05;6,22E-03;1,04E-04;9,12E-03;1,15E-04;1,21E-02;1,07E-04;1,35E-02;1,04E-04;1,09E-02;1,40E-04;1,58E-02;1,59E-04;7,76E-03;1,08E-04
924;3,67E-03;1,05E-04;3,53E-03;9,50E-05;6,52E-03;1,13E-04;1,78E-02;1,01E-04;3,71E-03;1,08E-04;7,59E-03;1,00E-04;5,54E-03;1,24E-04;5,40E-03;1,15E-04;4,87E-03;8,87E-05;6,15E-03;8,51E-05;9,15E-03;1,42E-04;1,25E-02;1,02E-04;1,34E-02;1,05E-04;1,10E-02;1,28E-04;1,59E-02;1,18E-04;7,86E-03;1,30E-04
925;3,76E-03;8,93E-05;3,68E-03;6,61E-05;6,58E-03;8,50E-05;1,74E-02;8,54E-05;3,88E-03;1,08E-04;7,58E-03;9,83E-05;5,51E-03;8,59E-05;5,44E-03;8,51E-05;4,89E-03;7,73E-05;6,25E-03;7,83E-05;9,15E-03;7,29E-05;1,23E-02;8,55E-05;1,36E-02;8,82E-05;1,10E-02;1,58E-04;1,58E-02;8,58E-05;8,08E-03;8,19E-05
926;3,75E-03;9,21E-05;3,88E-03;6,70E-05;6,69E-03;9,44E-05;1,78E-02;7,40E-05;4,03E-03;1,17E-04;7,79E-03;1,03E-04;5,70E-03;7,65E-05;5,63E-03;6,93E-05;4,96E-03;7,78E-05;6,36E-03;8,02E-05;9,20E-03;8,96E-05;1,26E-02;8,86E-05;1,37E-02;9,03E-05;1,11E-02;1,58E-04;1,61E-02;1,15E-04;8,16E-03;1,16E-04
927;3,91E-03;7,75E-05;3,73E-03;9,73E-05;6,70E-03;1,05E-04;1,78E-02;1,08E-04;3,99E-03;1,15E-04;7,78E-03;1,03E-04;5,71E-03;8,39E-05;5,61E-03;9,79E-05;5,08E-03;7,61E-05;6,46E-03;8,03E-05;9,34E-03;1,30E-04;1,27E-02;9,67E-05;1,37E-02;1,15E-04;1,10E-02;1,09E-04;1,62E-02;1,39E-04;8,31E-03;9,04E-05
928;3,71E-03;1,03E-04;3,61E-03;1,02E-04;6,62E-03;6,97E-05;1,78E-02;1,15E-04;3,90E-03;9,05E-05;7,86E-03;9,20E-05;5,64E-03;7,05E-05;5,45E-03;1,13E-04;4,92E-03;9,71E-05;6,33E-03;9,89E-05;9,22E-03;9,13E-05;1,27E-02;9,52E-05;1,37E-02;8,93E-05;1,10E-02;1,10E-04;1,61E-02;1,31E-04;8,12E-03;7,70E-05
929;3,71E-03;9,24E-05;3,87E-03;7,71E-05;6,75E-03;6,90E-05;1,78E-02;1,09E-04;4,20E-03;1,19E-04;7,84E-03;8,34E-05;5,86E-03;7,73E-05;5,58E-03;1,01E-04;5,12E-03;7,49E-05;6,40E-03;8,34E-05;9,34E-03;8,51E-05;1,26E-02;8,61E-05;1,38E-02;7,30E-05;1,10E-02;1,40E-04;1,61E-02;9,22E-05;8,22E-03;6,74E-05
930;3,83E-03;1,01E-04;3,82E-03;1,03E-04;6,60E-03;1,22E-04;1,80E-02;1,03E-04;4,06E-03;1,37E-04;7,88E-03;9,04E-05;5,81E-03;9,07E-05;5,66E-03;1,35E-04;5,05E-03;9,95E-05;6,47E-03;1,24E-04;9,42E-03;8,69E-05;1,29E-02;8,16E-05;1,38E-02;9,67E-05;1,11E-02;1,12E-04;1,62E-02;1,19E-04;8,30E-03;9,14E-05
931;3,89E-03;1,18E-04;3,76E-03;1,28E-04;6,90E-03;1,64E-04;1,82E-02;1,47E-04;4,09E-03;1,29E-04;8,17E-03;9,88E-05;5,93E-03;1,16E-04;5,79E-03;1,36E-04;5,07E-03;1,19E-04;6,47E-03;1,36E-04;9,57E-03;1,15E-04;1,31E-02;1,27E-04;1,38E-02;1,22E-04;1,10E-02;1,17E-04;1,65E-02;1,24E-04;8,45E-03;1,47E-04
932;3,76E-03;9,71E-05;3,66E-03;9,43E-05;6,76E-03;1,09E-04;1,81E-02;9,74E-05;3,99E-03;9,83E-05;7,96E-03;7,58E-05;5,83E-03;9,06E-05;5,53E-03;1,31E-04;4,87E-03;1,03E-04;6,45E-03;7,87E-05;9,49E-03;9,28E-05;1,31E-02;1,18E-04;1,38E-02;1,01E-04;1,12E-02;1,13E-04;1,63E-02;1,09E-04;8,21E-03;9,44E-05
933;3,97E-03;8,40E-05;3,80E-03;1,04E-04;6,77E-03;8,18E-05;1,78E-02;1,10E-04;4,15E-03;1,24E-04;8,07E-03;1,14E-04;5,88E-03;9,42E-05;5,70E-03;1,16E-04;5,32E-03;8,84E-05;6,53E-03;8,25E-05;9,68E-03;1,02E-04;1,30E-02;1,25E-04;1,40E-02;8,36E-05;1,13E-02;1,62E-04;1,62E-02;1,25E-04;8,40E-03;9,05E-05
934;3,89E-03;9,22E-05;3,86E-03;1,40E-04;6,91E-03;1,04E-04;1,82E-02;9,92E-05;4,10E-03;1,18E-04;8,09E-03;9,70E-05;5,97E-03;1,19E-04;5,74E-03;1,11E-04;5,20E-03;9,07E-05;6,60E-03;1,04E-04;9,63E-03;1,29E-04;1,34E-02;9,43E-05;1,41E-02;9,67E-05;1,12E-02;1,96E-04;1,64E-02;1,27E-04;8,57E-03;1,09E-04
935;4,05E-03;1,09E-04;3,91E-03;1,22E-04;7,19E-03;9,87E-05;1,86E-02;1,40E-04;4,28E-03;1,08E-04;8,36E-03;8,92E-05;6,18E-03;1,10E-04;5,99E-03;1,04E-04;5,16E-03;1,03E-04;6,65E-03;8,82E-05;9,73E-03;1,04E-04;1,35E-02;1,04E-04;1,39E-02;9,74E-05;1,12E-02;1,31E-04;1,65E-02;1,50E-04;8,83E-03;8,85E-05
936;4,26E-03;1,32E-04;4,20E-03;1,34E-04;7,15E-03;1,52E-04;1,86E-02;1,21E-04;4,43E-03;1,32E-04;8,42E-03;1,37E-04;6,36E-03;1,20E-04;6,03E-03;9,97E-05;5,40E-03;1,23E-04;6,88E-03;1,22E-04;9,99E-03;1,21E-04;1,41E-02;1,28E-04;1,43E-02;1,13E-04;1,14E-02;1,47E-04;1,68E-02;1,56E-04;8,85E-03;1,09E-04
937;3,96E-03;8,08E-05;3,88E-03;1,22E-04;7,13E-03;1,18E-04;1,82E-02;7,69E-05;4,28E-03;1,09E-04;8,30E-03;9,67E-05;6,13E-03;9,22E-05;5,85E-03;1,02E-04;5,27E-03;1,25E-04;6,74E-03;8,93E-05;9,78E-03;8,71E-05;1,36E-02;9,86E-05;1,43E-02;9,10E-05;1,16E-02;1,03E-04;1,64E-02;1,17E-04;8,63E-03;1,21E-04
938;3,91E-03;1,04E-04;3,87E-03;9,83E-05;7,10E-03;1,17E-04;1,84E-02;8,09E-05;4,09E-03;1,27E-04;8,24E-03;1,06E-04;5,97E-03;1,29E-04;6,02E-03;1,34E-04;5,22E-03;1,10E-04;6,74E-03;1,00E-04;9,75E-03;9,15E-05;1,39E-02;9,68E-05;1,42E-02;9,89E-05;1,15E-02;1,58E-04;1,65E-02;1,27E-04;8,61E-03;1,15E-04
939;4,01E-03;1,65E-04;3,86E-03;1,58E-04;7,15E-03;1,47E-04;1,85E-02;1,63E-04;4,41E-03;1,62E-04;8,26E-03;1,59E-04;6,38E-03;1,73E-04;6,05E-03;1,70E-04;5,29E-03;1,48E-04;6,59E-03;1,60E-04;1,00E-02;1,75E-04;1,39E-02;1,67E-04;1,41E-02;1,49E-04;1,15E-02;2,03E-04;1,66E-02;2,18E-04;8,94E-03;1,79E-04
940;4,01E-03;1,20E-04;3,86E-03;1,08E-04;7,17E-03;1,48E-04;1,84E-02;1,52E-04;4,43E-03;1,48E-04;8,24E-03;1,11E-04;6,23E-03;1,09E-04;5,95E-03;1,28E-04;5,27E-03;1,23E-04;6,58E-03;1,03E-04;9,77E-03;1,39E-04;1,39E-02;1,32E-04;1,44E-02;1,32E-04;1,15E-02;1,47E-04;1,66E-02;1,17E-04;8,76E-03;1,19E-04
941;3,84E-03;8,78E-05;3,95E-03;9,25E-05;7,29E-03;1,17E-04;1,84E-02;8,11E-05;4,43E-03;1,11E-04;8,31E-03;9,04E-05;6,22E-03;9,76E-05;6,00E-03;1,04E-04;5,37E-03;7,90E-05;6,63E-03;8,10E-05;9,72E-03;1,07E-04;1,39E-02;7,92E-05;1,41E-02;9,29E-05;1,16E-02;1,37E-04;1,67E-02;1,15E-04;8,98E-03;1,29E-04
942;4,00E-03;1,22E-04;4,05E-03;1,07E-04;7,15E-03;9,89E-05;1,85E-02;8,75E-05;4,51E-03;1,65E-04;8,55E-03;1,46E-04;6,50E-03;1,11E-04;5,93E-03;1,29E-04;5,41E-03;1,07E-04;6,90E-03;1,11E-04;1,00E-02;1,02E-04;1,42E-02;1,01E-04;1,45E-02;1,39E-04;1,18E-02;1,42E-04;1,66E-02;1,59E-04;8,98E-03;1,27E-04
943;4,25E-03;1,30E-04;4,11E-03;1,41E-04;7,45E-03;1,29E-04;1,87E-02;1,35E-04;4,64E-03;1,56E-04;8,59E-03;1,72E-04;6,57E-03;1,55E-04;6,26E-03;1,47E-04;5,55E-03;1,66E-04;6,97E-03;1,56E-04;1,01E-02;1,40E-04;1,44E-02;1,47E-04;1,44E-02;1,44E-04;1,17E-02;1,49E-04;1,68E-02;2,08E-04;9,16E-03;1,52E-04
944;4,16E-03;9,43E-05;4,19E-03;1,56E-04;7,28E-03;1,16E-04;1,89E-02;1,12E-04;4,66E-03;1,25E-04;8,57E-03;1,93E-04;6,52E-03;1,20E-04;6,29E-03;1,22E-04;5,44E-03;1,17E-04;6,77E-03;1,66E-04;9,98E-03;1,43E-04;1,46E-02;1,36E-04;1,45E-02;1,13E-04;1,16E-02;1,54E-04;1,69E-02;1,64E-04;9,17E-03;1,40E-04
945;4,11E-03;1,30E-04;4,36E-03;1,26E-04;7,54E-03;1,12E-04;1,90E-02;1,10E-04;4,78E-03;9,47E-05;8,70E-03;1,60E-04;6,63E-03;1,08E-04;6,30E-03;9,97E-05;5,54E-03;1,16E-04;7,01E-03;1,09E-04;1,03E-02;1,37E-04;1,45E-02;1,12E-04;1,44E-02;1,43E-04;1,15E-02;1,63E-04;1,70E-02;1,17E-04;9,26E-03;1,20E-04
946;4,22E-03;1,42E-04;4,09E-03;1,44E-04;7,33E-03;1,40E-04;1,90E-02;1,64E-04;4,63E-03;1,12E-04;8,50E-03;1,61E-04;6,66E-03;1,29E-04;6,44E-03;1,34E-04;5,50E-03;1,34E-04;6,94E-03;1,27E-04;1,02E-02;1,32E-04;1,47E-02;1,48E-04;1,45E-02;1,24E-04;1,14E-02;1,54E-04;1,71E-02;1,54E-04;9,53E-03;1,31E-04
947;4,14E-03;1,26E-04;4,12E-03;1,36E-04;7,41E-03;1,45E-04;1,90E-02;1,41E-04;4,83E-03;1,61E-04;8,71E-03;1,44E-04;6,64E-03;1,44E-04;6,44E-03;1,16E-04;5,48E-03;1,45E-04;6,87E-03;1,17E-04;1,02E-02;1,38E-04;1,44E-02;1,30E-04;1,44E-02;1,30E-04;1,15E-02;1,33E-04;1,70E-02;1,21E-04;9,53E-03;1,15E-04
948;4,25E-03;1,27E-04;4,12E-03;1,51E-04;7,67E-03;1,30E-04;1,93E-02;1,52E-04;4,81E-03;1,63E-04;9,07E-03;1,51E-04;6,84E-03;1,36E-04;6,40E-03;1,30E-04;5,65E-03;1,61E-04;7,13E-03;1,33E-04;1,04E-02;1,11E-04;1,48E-02;1,33E-04;1,45E-02;1,27E-04;1,12E-02;1,80E-04;1,71E-02;1,23E-04;9,69E-03;1,36E-04
949;4,60E-03;1,93E-04;4,29E-03;2,01E-04;7,81E-03;2,06E-04;1,96E-02;2,21E-04;4,85E-03;1,94E-04;8,98E-03;2,57E-04;6,80E-03;2,21E-04;6,59E-03;1,85E-04;5,62E-03;1,78E-04;7,07E-03;2,17E-04;1,03E-02;1,76E-04;1,48E-02;1,95E-04;1,44E-02;1,87E-04;1,14E-02;2,03E-04;1,72E-02;2,10E-04;9,79E-03;2,01E-04
950;4,22E-03;1,51E-04;4,16E-03;1,75E-04;7,63E-03;1,71E-04;1,91E-02;1,55E-04;4,75E-03;2,01E-04;8,97E-03;1,75E-04;6,95E-03;1,70E-04;6,63E-03;1,60E-04;5,63E-03;1,92E-04;7,12E-03;1,63E-04;1,05E-02;1,62E-04;1,46E-02;1,74E-04;1,41E-02;1,76E-04;1,11E-02;1,65E-04;1,72E-02;2,15E-04;9,62E-03;1,74E-04
951;4,43E-03;1,55E-04;4,29E-03;1,73E-04;7,74E-03;1,69E-04;1,94E-02;1,70E-04;5,13E-03;1,96E-04;8,91E-03;2,04E-04;7,12E-03;1,49E-04;6,50E-03;1,78E-04;5,89E-03;2,36E-04;7,29E-03;1,56E-04;1,02E-02;1,44E-04;1,49E-02;1,55E-04;1,43E-02;1,72E-04;1,13E-02;1,59E-04;1,73E-02;1,87E-04;9,94E-03;1,75E-04
952;4,35E-03;1,63E-04;4,41E-03;1,58E-04;7,93E-03;1,77E-04;1,95E-02;1,86E-04;5,24E-03;1,86E-04;9,36E-03;1,87E-04;7,15E-03;1,67E-04;6,62E-03;1,96E-04;5,93E-03;1,89E-04;7,35E-03;2,03E-04;1,03E-02;1,68E-04;1,46E-02;1,66E-04;1,40E-02;2,19E-04;1,10E-02;1,80E-04;1,74E-02;1,71E-04;1,00E-02;1,72E-04
953;4,51E-03;1,82E-04;4,24E-03;1,57E-04;7,93E-03;2,09E-04;1,96E-02;1,87E-04;5,17E-03;1,78E-04;9,03E-03;1,58E-04;7,16E-03;1,62E-04;6,95E-03;1,62E-04;5,84E-03;1,45E-04;7,20E-03;1,44E-04;1,03E-02;1,56E-04;1,48E-02;1,60E-04;1,42E-02;1,87E-04;1,10E-02;1,80E-04;1,73E-02;1,78E-04;1,03E-02;1,83E-04
954;4,72E-03;2,15E-04;4,33E-03;2,35E-04;8,31E-03;2,21E-04;2,00E-02;1,85E-04;5,54E-03;2,43E-04;9,52E-03;1,69E-04;7,58E-03;1,98E-04;7,05E-03;1,68E-04;6,30E-03;1,57E-04;7,58E-03;1,60E-04;1,09E-02;2,14E-04;1,52E-02;2,25E-04;1,44E-02;1,76E-04;1,11E-02;1,95E-04;1,75E-02;2,58E-04;1,06E-02;1,84E-04
955;4,76E-03;1,88E-04;4,63E-03;1,41E-04;8,09E-03;1,47E-04;2,01E-02;1,78E-04;5,59E-03;1,56E-04;9,51E-03;1,62E-04;7,58E-03;1,24E-04;7,20E-03;1,88E-04;6,36E-03;1,43E-04;7,77E-03;1,41E-04;1,08E-02;1,86E-04;1,58E-02;1,46E-04;1,48E-02;1,62E-04;1,16E-02;1,64E-04;1,79E-02;1,45E-04;1,05E-02;1,65E-04
956;4,69E-03;2,00E-04;4,48E-03;1,52E-04;8,41E-03;1,72E-04;2,02E-02;1,76E-04;5,60E-03;1,67E-04;9,72E-03;1,69E-04;7,68E-03;1,58E-04;7,12E-03;2,45E-04;6,34E-03;1,67E-04;7,54E-03;1,47E-04;1,12E-02;1,62E-04;1,56E-02;1,45E-04;1,48E-02;1,80E-04;1,14E-02;1,88E-04;1,78E-02;1,67E-04;1,11E-02;2,07E-04
957;4,78E-03;1,97E-04;4,59E-03;1,21E-04;8,10E-03;1,14E-04;2,03E-02;1,68E-04;5,75E-03;1,86E-04;9,61E-03;1,18E-04;7,80E-03;1,59E-04;7,20E-03;1,53E-04;6,23E-03;1,37E-04;7,69E-03;1,50E-04;1,10E-02;1,51E-04;1,57E-02;1,46E-04;1,52E-02;1,67E-04;1,18E-02;2,20E-04;1,79E-02;1,72E-04;1,09E-02;2,00E-04
958;4,88E-03;1,77E-04;4,61E-03;1,85E-04;8,45E-03;1,51E-04;2,01E-02;1,38E-04;6,12E-03;1,67E-04;9,97E-03;1,60E-04;8,08E-03;1,72E-04;7,57E-03;1,57E-04;6,88E-03;1,40E-04;8,01E-03;1,56E-04;1,14E-02;1,65E-04;1,63E-02;1,77E-04;1,58E-02;1,31E-04;1,26E-02;1,75E-04;1,79E-02;1,43E-04;1,14E-02;1,50E-04
959;4,83E-03;1,23E-04;4,72E-03;1,87E-04;8,71E-03;1,30E-04;2,01E-02;1,46E-04;5,96E-03;1,50E-04;9,94E-03;1,84E-04;8,25E-03;1,77E-04;7,69E-03;1,37E-04;6,88E-03;1,44E-04;8,27E-03;1,33E-04;1,12E-02;1,52E-04;1,65E-02;1,85E-04;1,62E-02;1,30E-04;1,30E-02;1,93E-04;1,84E-02;1,41E-04;1,14E-02;1,24E-04
960;4,63E-03;2,14E-04;4,56E-03;2,11E-04;8,50E-03;1,97E-04;2,01E-02;1,86E-04;6,27E-03;1,99E-04;9,92E-03;2,01E-04;7,98E-03;2,41E-04;7,31E-03;1,52E-04;6,56E-03;1,92E-04;8,05E-03;2,22E-04;1,19E-02;1,76E-04;1,64E-02;1,71E-04;1,62E-02;1,68E-04;1,30E-02;2,13E-04;1,81E-02;2,26E-04;1,13E-02;1,69E-04
961;4,69E-03;2,15E-04;4,53E-03;2,17E-04;8,44E-03;2,03E-04;1,99E-02;1,94E-04;6,33E-03;2,33E-04;9,79E-03;2,04E-04;8,11E-03;3,09E-04;7,56E-03;1,73E-04;6,61E-03;1,80E-04;8,12E-03;1,79E-04;1,16E-02;1,92E-04;1,66E-02;1,69E-04;1,67E-02;1,72E-04;1,38E-02;2,59E-04;1,80E-02;2,45E-04;1,15E-02;2,25E-04
962;4,71E-03;1,99E-04;4,55E-03;2,15E-04;8,29E-03;2,02E-04;1,97E-02;2,33E-04;6,14E-03;2,29E-04;9,62E-03;2,31E-04;7,98E-03;2,58E-04;7,55E-03;2,02E-04;6,60E-03;1,73E-04;8,08E-03;1,72E-04;1,17E-02;1,76E-04;1,67E-02;1,69E-04;1,68E-02;1,82E-04;1,37E-02;2,11E-04;1,79E-02;2,23E-04;1,14E-02;2,10E-04
963;4,76E-03;2,10E-04;4,64E-03;2,44E-04;8,58E-03;2,32E-04;2,00E-02;2,67E-04;6,16E-03;2,52E-04;9,61E-03;2,09E-04;8,00E-03;2,52E-04;7,81E-03;1,78E-04;6,50E-03;1,88E-04;8,00E-03;2,01E-04;1,16E-02;2,00E-04;1,71E-02;2,00E-04;1,73E-02;2,01E-04;1,44E-02;2,39E-04;1,78E-02;2,60E-04;1,14E-02;2,15E-04
964;4,49E-03;1,79E-04;4,49E-03;2,30E-04;8,13E-03;2,10E-04;1,97E-02;2,52E-04;5,90E-03;3,15E-04;9,41E-03;2,11E-04;7,77E-03;2,32E-04;7,13E-03;1,84E-04;6,64E-03;1,94E-04;7,93E-03;2,16E-04;1,18E-02;1,97E-04;1,69E-02;1,88E-04;1,69E-02;1,90E-04;1,44E-02;2,20E-04;1,77E-02;2,02E-04;1,11E-02;2,13E-04
965;5,09E-03;1,70E-04;5,01E-03;2,62E-04;9,07E-03;1,89E-04;2,02E-02;2,00E-04;6,53E-03;1,99E-04;1,01E-02;2,11E-04;8,72E-03;2,17E-04;8,04E-03;1,82E-04;6,87E-03;2,08E-04;8,62E-03;2,27E-04;1,17E-02;1,81E-04;1,70E-02;2,23E-04;1,80E-02;1,67E-04;1,54E-02;2,27E-04;1,82E-02;2,25E-04;1,15E-02;2,46E-04
966;4,57E-03;2,10E-04;4,67E-03;2,29E-04;8,51E-03;2,16E-04;1,97E-02;2,04E-04;6,12E-03;1,78E-04;9,30E-03;2,14E-04;8,16E-03;1,69E-04;7,34E-03;1,86E-04;7,00E-03;2,14E-04;8,14E-03;1,98E-04;1,23E-02;1,71E-04;1,76E-02;2,47E-04;1,74E-02;1,80E-04;1,50E-02;2,72E-04;1,82E-02;2,05E-04;1,11E-02;1,90E-04
967;4,53E-03;2,33E-04;4,62E-03;2,06E-04;8,46E-03;1,72E-04;2,00E-02;1,91E-04;5,97E-03;1,82E-04;9,78E-03;2,43E-04;8,09E-03;1,81E-04;7,51E-03;1,94E-04;6,88E-03;2,60E-04;8,33E-03;1,91E-04;1,20E-02;1,77E-04;1,72E-02;2,17E-04;1,79E-02;2,62E-04;1,51E-02;2,61E-04;1,80E-02;2,37E-04;1,14E-02;1,81E-04
968;4,71E-03;2,00E-04;4,74E-03;1,74E-04;8,61E-03;2,00E-04;1,96E-02;1,94E-04;6,20E-03;1,95E-04;9,41E-03;2,61E-04;7,98E-03;2,22E-04;7,30E-03;1,77E-04;7,15E-03;1,76E-04;7,91E-03;2,21E-04;1,20E-02;1,79E-04;1,75E-02;2,38E-04;1,81E-02;2,62E-04;1,56E-02;2,26E-04;1,80E-02;2,25E-04;1,14E-02;2,53E-04
969;4,75E-03;1,88E-04;4,67E-03;2,72E-04;8,59E-03;1,74E-04;1,95E-02;2,41E-04;6,32E-03;1,99E-04;9,60E-03;3,42E-04;8,30E-03;2,30E-04;7,46E-03;1,69E-04;6,77E-03;1,57E-04;8,56E-03;2,15E-04;1,17E-02;1,89E-04;1,70E-02;2,53E-04;1,81E-02;1,97E-04;1,58E-02;3,06E-04;1,81E-02;3,13E-04;1,11E-02;2,01E-04
970;4,79E-03;1,80E-04;4,59E-03;2,99E-04;8,62E-03;2,29E-04;1,95E-02;2,13E-04;5,77E-03;2,46E-04;9,55E-03;2,70E-04;8,22E-03;2,28E-04;7,76E-03;2,08E-04;6,81E-03;2,05E-04;8,20E-03;2,10E-04;1,22E-02;2,21E-04;1,75E-02;2,56E-04;1,82E-02;2,14E-04;1,55E-02;2,86E-04;1,79E-02;3,37E-04;1,12E-02;2,61E-04
971;4,95E-03;1,84E-04;4,84E-03;2,33E-04;8,80E-03;1,79E-04;1,98E-02;2,35E-04;6,28E-03;2,08E-04;1,00E-02;1,70E-04;8,35E-03;2,15E-04;7,60E-03;2,14E-04;7,07E-03;2,37E-04;8,55E-03;1,73E-04;1,20E-02;2,69E-04;1,75E-02;2,31E-04;1,84E-02;1,84E-04;1,62E-02;2,30E-04;1,84E-02;2,49E-04;1,12E-02;1,91E-04
972;4,67E-03;2,36E-04;4,83E-03;1,82E-04;8,23E-03;1,62E-04;2,01E-02;1,62E-04;6,02E-03;2,35E-04;9,66E-03;1,82E-04;8,09E-03;2,11E-04;7,40E-03;2,06E-04;6,94E-03;3,16E-04;8,24E-03;2,33E-04;1,20E-02;2,45E-04;1,75E-02;2,94E-04;1,84E-02;1,53E-04;1,59E-02;2,03E-04;1,83E-02;2,44E-04;1,11E-02;2,34E-04
973;5,04E-03;2,52E-04;4,88E-03;2,28E-04;8,08E-03;2,21E-04;1,98E-02;1,96E-04;6,49E-03;2,56E-04;9,63E-03;2,47E-04;8,17E-03;3,03E-04;7,24E-03;2,48E-04;6,72E-03;3,35E-04;7,66E-03;1,92E-04;1,19E-02;2,53E-04;1,71E-02;2,17E-04;1,87E-02;2,29E-04;1,61E-02;2,51E-04;1,80E-02;2,38E-04;1,08E-02;2,31E-04
974;4,80E-03;2,69E-04;4,79E-03;2,13E-04;8,81E-03;2,15E-04;1,92E-02;2,06E-04;6,14E-03;2,99E-04;9,75E-03;3,61E-04;8,09E-03;2,99E-04;7,78E-03;2,46E-04;6,85E-03;2,25E-04;8,19E-03;2,22E-04;1,19E-02;1,75E-04;1,68E-02;2,60E-04;1,82E-02;2,10E-04;1,58E-02;2,31E-04;1,77E-02;3,10E-04;1,07E-02;2,04E-04
975;4,64E-03;3,15E-04;4,80E-03;2,63E-04;7,96E-03;2,48E-04;1,91E-02;2,86E-04;6,03E-03;3,08E-04;9,03E-03;3,28E-04;7,83E-03;3,32E-04;7,11E-03;2,48E-04;6,61E-03;2,63E-04;7,68E-03;2,91E-04;1,11E-02;2,44E-04;1,67E-02;2,57E-04;1,80E-02;3,28E-04;1,57E-02;3,33E-04;1,73E-02;2,48E-04;1,03E-02;2,28E-04
976;5,13E-03;2,39E-04;4,88E-03;2,26E-04;8,80E-03;2,40E-04;1,98E-02;3,22E-04;6,17E-03;3,27E-04;9,65E-03;2,59E-04;8,36E-03;3,29E-04;7,79E-03;2,55E-04;6,74E-03;2,17E-04;8,78E-03;2,90E-04;1,16E-02;1,68E-04;1,73E-02;1,84E-04;1,83E-02;2,56E-04;1,60E-02;2,09E-04;1,75E-02;2,29E-04;1,08E-02;1,98E-04
